"record_id","timestamp","road_id","road_name","district","direction","lane","speed_limit","hour","is_weekend","weather","rainfall_mm","temperature_c","visibility_m","volume","occupancy","avg_headway_s","signal_delay_s","incident","speed_kmh","congestion_level","is_congested"
"T00344","2026-05-04 19:45","R418","River Tunnel","隧道区","Northbound","2","70","19","0","clear","0","31.1","4060","208","0.731","7","50","0","37","moderate","0"
"T00345","2026-05-04 20:00","R418","River Tunnel","隧道区","Northbound","3","70","20","0","clear","0","26.7","5018","151","0.548","8.4","23.7","0","55","free_flow","0"
"T00346","2026-05-04 20:15","R205","University Rd","学校区","Eastbound","3","60","20","0","rain","15.2","29.4","1558","104","0.315","10.4","45","0","45","free_flow","0"
"T00347","2026-05-04 20:30","R330","Commerce Blvd","商业区","Northbound","3","55","20","0","cloudy","0","20.6","2437","190","0.623","7","21.6","0","31","moderate","1"
"T00348","2026-05-04 20:45","R418","River Tunnel","隧道区","Eastbound","2","70","20","0","rain","4","24.8","1384","118","0.386","10.5","30.1","0","50","free_flow","0"
"T00349","2026-05-04 21:00","R418","River Tunnel","隧道区","Eastbound","1","70","21","0","cloudy","0","27.3","2315","153","0.582","8.3","35.8","0","45","free_flow","0"
"T00350","2026-05-04 21:15","R205","University Rd","学校区","Northbound","2","60","21","0","clear","0","19.4","4936","131","0.496","8.1","29.9","0","42","free_flow","0"
"T00351","2026-05-04 21:30","R330","Commerce Blvd","商业区","Eastbound","1","55","21","0","clear","0","33.3","5922","128","0.429","8.8","17","0","48","free_flow","0"
"T00352","2026-05-04 21:45","R101","Central Ave","中心区","Eastbound","1","50","21","0","rain","3.3","19.9","2072","118","","8.2","38","0","31","moderate","1"
"T00353","2026-05-04 22:00","R101","Central Ave","中心区","Eastbound","2","50","22","0","clear","0","29","4306","110","0.359","8.8","35.1","0","43","free_flow","0"
"T00354","2026-05-04 22:15","R418","River Tunnel","隧道区","Northbound","2","70","22","0","clear","0","23.7","2667","67","0.253","11.3","25","0","67","free_flow","0"
"T00355","2026-05-04 22:30","R330","Commerce Blvd","商业区","Eastbound","2","55","22","0","rain","13.8","20.5","1840","182","0.659","7","39.1","0","21","severe","1"
"T00356","2026-05-04 22:45","R418","River Tunnel","隧道区","Eastbound","3","70","22","0","clear","0","30.4","2815","108","0.406","10.6","18.3","0","62","free_flow","0"
"T00357","2026-05-04 23:00","R418","River Tunnel","隧道区","Westbound","2","70","23","0","clear","0","23.2","3482","96","0.289","10.3","17.4","0","61","free_flow","0"
"T00358","2026-05-04 23:15","R330","Commerce Blvd","商业区","Northbound","3","55","23","0","clear","0","32.7","5516","132","","7.8","32.8","0","42","free_flow","0"
"T00359","2026-05-04 23:30","R205","University Rd","学校区","Northbound","2","60","23","0","clear","0","30.4","4155","139","0.535","9.2","34.7","0","39","moderate","0"
"T00360","2026-05-04 23:45","R205","University Rd","学校区","Westbound","2","60","23","0","clear","0","22.6","4908","88","0.337","10.6","23.7","0","49","free_flow","0"
"T00361","2026-05-05 00:00","R205","University Rd","学校区","Northbound","1","60","0","0","clear","0","29.6","4404","152","0.586","9.1","32.6","0","37","moderate","0"
"T00362","2026-05-05 00:15","R330","Commerce Blvd","商业区","Northbound","3","55","0","0","cloudy","0","24.5","2599","153","0.556","9.1","31.6","0","31","moderate","1"
"T00363","2026-05-05 00:30","R205","University Rd","学校区","Southbound","2","60","0","0","clear","0","25","3884","157","0.561","8.6","28.7","0","38","moderate","0"
"T00364","2026-05-05 00:45","R205","University Rd","学校区","Northbound","1","60","0","0","cloudy","0","30.1","5205","132","0.423","8.6","15.2","0","50","free_flow","0"
"T00365","2026-05-05 01:00","R205","University Rd","学校区","Eastbound","1","60","1","0","clear","0","32","2655","169","0.582","8.6","26.3","0","37","moderate","0"
"T00366","2026-05-05 01:15","R101","Central Ave","中心区","Southbound","1","50","1","0","fog","0","19","808","158","0.499","9","41.5","0","24","severe","1"
"T00367","2026-05-05 01:30","R418","River Tunnel","隧道区","Westbound","3","70","1","0","cloudy","0","29.2","2287","73","0.223","10.5","36.1","0","70","free_flow","0"
"T00368","2026-05-05 01:45","R101","Central Ave","中心区","Westbound","3","50","1","0","clear","0","29.9","5721","116","0.426","10.5","15.9","0","35","moderate","0"
"T00369","2026-05-05 02:00","R101","Central Ave","中心区","Eastbound","2","50","2","0","clear","0","24.9","4627","135","0.431","7.5","24.3","0","41","free_flow","0"
"T00370","2026-05-05 02:15","R101","Central Ave","中心区","Northbound","2","50","2","0","rain","6.6","24.3","1243","155","0.517","8.6","33.4","0","27","moderate","1"
"T00371","2026-05-05 02:30","R205","University Rd","学校区","Northbound","3","60","2","0","cloudy","0","26.9","5677","85","0.296","10.6","32.6","0","49","free_flow","0"
"T00372","2026-05-05 02:45","R418","River Tunnel","隧道区","Northbound","3","70","2","0","rain","6","25.3","2486","82","0.319","11.5","25.6","0","60","free_flow","0"
"T00373","2026-05-05 03:00","R330","Commerce Blvd","商业区","Eastbound","2","55","3","0","clear","0","25.4","3298","139","0.437","8.9","23.3","0","38","moderate","0"
"T00374","2026-05-05 03:15","R418","River Tunnel","隧道区","Westbound","1","70","3","0","fog","0","32.4","825","135","0.528","9.4","29.1","0","49","free_flow","0"
"T00375","2026-05-05 03:30","R330","Commerce Blvd","商业区","Eastbound","2","55","3","0","clear","0","24.1","2267","115","0.421","9.7","15.3","0","49","free_flow","0"
"T00376","2026-05-05 03:45","R101","Central Ave","中心区","Southbound","3","50","3","0","cloudy","0","25","2380","160","0.521","9.1","31.2","0","32","moderate","1"
"T00377","2026-05-05 04:00","R205","University Rd","学校区","Northbound","1","60","4","0","rain","0.6","27.4","1277","121","0.442","10.1","44.1","0","32","moderate","1"
"T00378","2026-05-05 04:15","R205","University Rd","学校区","Eastbound","2","60","4","0","fog","0","26.4","728","89","0.347","9.6","35.7","0","48","free_flow","0"
"T00379","2026-05-05 04:30","R418","River Tunnel","隧道区","Northbound","1","70","4","0","clear","0","24.7","4513","90","0.371","9.2","27.1","0","61","free_flow","0"
"T00380","2026-05-05 04:45","R205","University Rd","学校区","Southbound","1","60","4","0","clear","0","27.7","3069","127","0.397","7.9","21.8","0","49","free_flow","0"
"T00381","2026-05-05 05:00","R205","University Rd","学校区","Eastbound","2","60","5","0","clear","0","20.7","5010","117","0.447","8.2","31","0","42","free_flow","0"
"T00382","2026-05-05 05:15","R330","Commerce Blvd","商业区","Southbound","2","55","5","0","clear","0","28.7","5153","136","0.51","9.9","15.7","0","40","free_flow","0"
"T00383","2026-05-05 05:30","R205","University Rd","学校区","Eastbound","3","60","5","0","rain","10.9","31.3","856","134","0.448","8.9","29.5","0","36","moderate","0"
"T00384","2026-05-05 05:45","R205","University Rd","学校区","Northbound","3","60","5","0","clear","0","31.2","3109","95","0.366","10.2","28.9","0","52","free_flow","0"
"T00385","2026-05-05 06:00","R101","Central Ave","中心区","Southbound","1","50","6","0","rain","13.4","25","2008","157","0.543","7.5","39.5","0","26","moderate","1"
"T00386","2026-05-05 06:15","R205","University Rd","学校区","Westbound","1","60","6","0","clear","0","21","5033","144","0.534","7.2","24.9","0","39","moderate","0"
"T00387","2026-05-05 06:30","R418","River Tunnel","隧道区","Eastbound","1","70","6","0","cloudy","0","22.5","4132","154","0.494","8.9","31.4","0","57","free_flow","0"
"T00388","2026-05-05 06:45","R205","University Rd","学校区","Eastbound","3","60","6","0","cloudy","0","24.7","3379","136","0.481","7.5","25.7","0","41","free_flow","0"
"T00389","2026-05-05 07:00","R330","Commerce Blvd","商业区","Westbound","2","55","7","0","rain","5.4","20.6","712","295","0.95","2.2","64.4","0","8","severe","1"
"T00390","2026-05-05 07:15","R101","Central Ave","中心区","Southbound","2","50","7","0","clear","0","22.7","5767","243","0.872","5.8","53.3","0","8","severe","1"
"T00391","2026-05-05 07:30","R418","River Tunnel","隧道区","Westbound","2","70","7","0","clear","0","21","5613","188","0.631","7.2","57.2","0","39","moderate","0"
"T00392","2026-05-05 07:45","R418","River Tunnel","隧道区","Southbound","3","70","7","0","clear","0","27.6","2290","193","0.633","8","46.2","0","39","moderate","0"
"T00393","2026-05-05 08:00","R418","River Tunnel","隧道区","Southbound","2","70","8","0","clear","0","32.3","5945","139","0.525","7.9","37.8","0","49","free_flow","0"
"T00394","2026-05-05 08:15","R418","River Tunnel","隧道区","Westbound","2","70","8","0","rain","3.7","31.1","2140","156","0.522","6.9","65","0","33","moderate","1"
"T00395","2026-05-05 08:30","R330","Commerce Blvd","商业区","Northbound","2","55","8","0","clear","0","19.7","4611","222","0.802","5.9","54.6","0","20","severe","1"
"T00396","2026-05-05 08:45","R418","River Tunnel","隧道区","Westbound","1","70","8","0","fog","0","24","644","142","0.532","9.7","61","0","35","moderate","0"
"T00397","2026-05-05 09:00","R101","Central Ave","中心区","Southbound","1","50","9","0","cloudy","0","30.9","4990","202","0.7","6.4","44.3","0","12","severe","1"
"T00398","2026-05-05 09:15","R205","University Rd","学校区","Eastbound","1","60","9","0","fog","0","27.3","710","239","0.813","5.3","51.6","0","13","severe","1"
"T00399","2026-05-05 09:30","R101","Central Ave","中心区","Northbound","2","50","9","0","cloudy","0","24","2525","268","0.864","3.9","","0","8","severe","1"
"T00400","2026-05-05 09:45","R101","Central Ave","中心区","Southbound","1","50","9","0","rain","18.4","31.2","1726","271","","3.5","49.8","0","8","severe","1"
"T00401","2026-05-05 10:00","R418","River Tunnel","隧道区","Northbound","3","70","10","0","clear","0","19.3","4462","112","0.375","9.9","34.3","0","55","free_flow","0"
"T00402","2026-05-05 10:15","R418","River Tunnel","隧道区","Westbound","1","70","10","0","clear","0","24.8","3486","117","0.402","8.7","22.1","0","64","free_flow","0"
"T00403","2026-05-05 10:30","R101","Central Ave","中心区","Northbound","2","50","10","0","clear","0","25.4","3430","86","0.248","9.4","23.1","0","47","free_flow","0"
"T00404","2026-05-05 10:45","R205","University Rd","学校区","Eastbound","1","60","10","0","clear","0","29.8","4892","140","0.544","9.5","","0","45","free_flow","0"
"T00405","2026-05-05 11:00","R330","Commerce Blvd","商业区","Southbound","1","55","11","0","cloudy","0","19.9","3751","111","0.349","9.6","19.7","0","51","free_flow","0"
"T00406","2026-05-05 11:15","R330","Commerce Blvd","商业区","Westbound","1","55","11","0","rain","13.7","26.6","1135","170","0.645","6.8","40.7","0","19","severe","1"
"T00407","2026-05-05 11:30","R205","University Rd","学校区","Southbound","1","60","11","0","clear","0","30.6","2843","144","0.474","8","26.4","0","48","free_flow","0"
"T00408","2026-05-05 11:45","R101","Central Ave","中心区","Southbound","3","50","11","0","cloudy","0","19.1","5865","159","0.522","7.9","28.2","0","32","moderate","1"
"T00409","2026-05-05 12:00","R205","University Rd","学校区","Northbound","2","60","12","0","clear","0","30.8","2376","124","0.431","9.6","17.8","0","48","free_flow","0"
"T00410","2026-05-05 12:15","R330","Commerce Blvd","商业区","Eastbound","1","55","12","0","clear","0","18.2","5969","130","0.469","8.1","28.3","0","43","free_flow","0"
"T00411","2026-05-05 12:30","R330","Commerce Blvd","商业区","Northbound","2","55","12","0","clear","0","27.7","5017","147","0.539","7.7","16.8","0","43","free_flow","0"
"T00412","2026-05-05 12:45","R101","Central Ave","中心区","Eastbound","2","50","12","0","cloudy","0","20.2","5456","165","0.535","8","32.3","0","24","severe","1"
"T00413","2026-05-05 13:00","R418","River Tunnel","隧道区","Eastbound","3","70","13","0","clear","0","22","5789","135","0.526","8.7","18.1","0","58","free_flow","0"
"T00414","2026-05-05 13:15","R101","Central Ave","中心区","Westbound","1","50","13","0","cloudy","0","20","5944","141","0.449","9.1","24.5","0","29","moderate","1"
"T00415","2026-05-05 13:30","R418","River Tunnel","隧道区","Westbound","2","70","13","0","cloudy","0","28.7","5847","150","0.487","8.6","19.3","0","53","free_flow","0"
"T00416","2026-05-05 13:45","R101","Central Ave","中心区","Eastbound","3","50","13","0","fog","0","26.4","605","93","0.326","11.3","33.7","0","36","moderate","0"
"T00417","2026-05-05 14:00","R101","Central Ave","中心区","Northbound","1","50","14","0","clear","0","33.1","4728","160","0.589","7.2","36","0","29","moderate","1"
"T00418","2026-05-05 14:15","R330","Commerce Blvd","商业区","Westbound","3","55","14","0","clear","0","30.1","5970","195","0.625","5.8","30.2","0","32","moderate","1"
"T00419","2026-05-05 14:30","R330","Commerce Blvd","商业区","Southbound","3","55","14","0","fog","0","20.3","857","122","0.407","10.2","37.8","0","37","moderate","0"
"T00420","2026-05-05 14:45","R418","River Tunnel","隧道区","Eastbound","2","70","14","0","rain","12.8","31.1","1294","66","0.262","12","28.1","0","56","free_flow","0"
"T00421","2026-05-05 15:00","R330","Commerce Blvd","商业区","Eastbound","1","55","15","0","cloudy","0","20.7","3896","143","0.504","9.7","26.4","0","40","free_flow","0"
"T00422","2026-05-05 15:15","R330","Commerce Blvd","商业区","Southbound","2","55","15","0","rain","10.8","19.3","2278","161","0.52","7.6","40.1","0","20","severe","1"
"T00423","2026-05-05 15:30","R205","University Rd","学校区","Westbound","1","60","15","0","clear","0","20.2","2754","107","0.428","10.1","22.3","0","54","free_flow","0"
"T00424","2026-05-05 15:45","R330","Commerce Blvd","商业区","Westbound","3","55","15","0","clear","0","23.6","3902","167","0.607","7.2","35.5","0","31","moderate","1"
"T00425","2026-05-05 16:00","R205","University Rd","学校区","Westbound","2","60","16","0","clear","0","20","5902","96","0.387","8.8","15.8","0","58","free_flow","0"
"T00426","2026-05-05 16:15","R330","Commerce Blvd","商业区","Northbound","3","55","16","0","clear","0","27.5","3492","133","0.485","7.9","30.7","0","42","free_flow","0"
"T00427","2026-05-05 16:30","R205","University Rd","学校区","Northbound","2","60","16","0","clear","0","26.5","5847","114","0.427","9.7","16.2","0","49","free_flow","0"
"T00428","2026-05-05 16:45","R330","Commerce Blvd","商业区","Eastbound","1","55","16","0","rain","12.5","31.2","1467","113","0.376","10","24.2","0","36","moderate","0"
"T00429","2026-05-05 17:00","R330","Commerce Blvd","商业区","Northbound","2","55","17","0","clear","0","26.7","5425","266","0.95","5.3","53.1","1","8","severe","1"
"T00430","2026-05-05 17:15","R101","Central Ave","中心区","Northbound","3","50","17","0","cloudy","0","22.5","3352","281","0.95","4.9","57.5","0","8","severe","1"
"T00431","2026-05-05 17:30","R101","Central Ave","中心区","Westbound","2","50","17","0","clear","0","27.6","5919","273","0.949","3.5","56","0","8","severe","1"
"T00432","2026-05-05 17:45","R205","University Rd","学校区","Northbound","1","60","17","0","rain","10.5","33.2","1158","240","0.869","5.6","65.9","0","8","severe","1"
"T00433","2026-05-05 18:00","R205","University Rd","学校区","Eastbound","2","60","18","0","rain","3.8","18.8","1802","227","0.831","4.6","54.2","0","8","severe","1"
"T00434","2026-05-05 18:15","R418","River Tunnel","隧道区","Southbound","3","70","18","0","clear","0","25.3","3874","224","0.796","4.7","58.7","0","27","moderate","1"
"T00435","2026-05-05 18:30","R205","University Rd","学校区","Southbound","3","60","18","0","clear","0","21.9","3581","252","0.807","4.5","43.6","0","17","severe","1"
"T00436","2026-05-05 18:45","R418","River Tunnel","隧道区","Eastbound","1","70","18","0","fog","0","26.4","614","209","0.736","6.3","56.7","0","22","severe","1"
"T00437","2026-05-05 19:00","R101","Central Ave","中心区","Westbound","1","50","19","0","clear","0","25.3","3893","233","0.807","5.4","","0","8","severe","1"
"T00438","2026-05-05 19:15","R418","River Tunnel","隧道区","Northbound","3","70","19","0","clear","0","32","4341","222","0.78","6.2","55.7","0","34","moderate","1"
"T00439","2026-05-05 19:30","R330","Commerce Blvd","商业区","Westbound","3","55","19","0","clear","0","27","5902","225","0.786","6.8","44.8","0","15","severe","1"
"T00440","2026-05-05 19:45","R101","Central Ave","中心区","Eastbound","1","50","19","0","cloudy","0","24.9","2564","248","0.833","5.6","48.4","0","9","severe","1"
"T00441","2026-05-05 20:00","R330","Commerce Blvd","商业区","Westbound","3","55","20","0","clear","0","29.2","2653","159","0.579","6.8","22","0","37","moderate","0"
"T00442","2026-05-05 20:15","R101","Central Ave","中心区","Southbound","1","50","20","0","clear","0","19.7","5784","140","0.431","7.5","35.6","0","38","moderate","0"
"T00443","2026-05-05 20:30","R330","Commerce Blvd","商业区","Westbound","3","55","20","0","clear","0","22","2638","164","0.551","8.3","32","0","33","moderate","1"
"T00444","2026-05-05 20:45","R418","River Tunnel","隧道区","Southbound","2","70","20","0","cloudy","0","31.4","2472","119","0.368","8.7","19","0","55","free_flow","0"
"T00445","2026-05-05 21:00","R330","Commerce Blvd","商业区","Northbound","3","55","21","0","cloudy","0","27.3","3783","186","0.636","6.9","34.2","0","29","moderate","1"
"T00446","2026-05-05 21:15","R205","University Rd","学校区","Eastbound","1","60","21","0","clear","0","28","4762","85","0.311","11.6","27.6","0","49","free_flow","0"
"T00447","2026-05-05 21:30","R418","River Tunnel","隧道区","Westbound","1","70","21","0","fog","0","31.4","843","137","0.427","8.3","26.7","0","48","free_flow","0"
"T00448","2026-05-05 21:45","R330","Commerce Blvd","商业区","Northbound","2","55","21","0","clear","0","24.7","4390","177","0.556","7.9","17","0","39","moderate","0"
"T00449","2026-05-05 22:00","R330","Commerce Blvd","商业区","Westbound","2","55","22","0","cloudy","0","27.5","4824","158","0.523","8.3","33.1","0","39","moderate","0"
"T00450","2026-05-05 22:15","R418","River Tunnel","隧道区","Eastbound","1","70","22","0","cloudy","0","33.4","3266","117","0.46","8.9","22","0","54","free_flow","0"
"T00451","2026-05-05 22:30","R101","Central Ave","中心区","Northbound","3","50","22","0","clear","0","32.6","4379","146","0.533","7.3","30.1","0","25","moderate","1"
"T00452","2026-05-05 22:45","R330","Commerce Blvd","商业区","Westbound","1","55","22","0","clear","0","20.5","5048","108","0.321","10.3","17.6","0","49","free_flow","0"
"T00453","2026-05-05 23:00","R205","University Rd","学校区","Southbound","3","60","23","0","clear","0","29.3","5154","156","0.558","8.7","23.2","0","46","free_flow","0"
"T00454","2026-05-05 23:15","R101","Central Ave","中心区","Westbound","2","50","23","0","clear","0","25.8","5201","118","0.457","8.4","16","1","25","moderate","1"
"T00455","2026-05-05 23:30","R205","University Rd","学校区","Eastbound","1","60","23","0","cloudy","0","24.1","3048","134","0.454","10","16.2","0","44","free_flow","0"
"T00456","2026-05-05 23:45","R418","River Tunnel","隧道区","Northbound","2","70","23","0","clear","0","21.6","2691","95","0.358","10.3","33.2","0","60","free_flow","0"
"T00457","2026-05-06 00:00","R330","Commerce Blvd","商业区","Eastbound","2","55","0","0","clear","0","19.2","5779","158","0.598","8.7","19.7","0","33","moderate","1"
"T00458","2026-05-06 00:15","R418","River Tunnel","隧道区","Southbound","2","70","0","0","clear","0","27.6","5395","74","0.219","12","24.8","0","72","free_flow","0"
"T00459","2026-05-06 00:30","R418","River Tunnel","隧道区","Southbound","1","70","0","0","clear","0","19.2","3828","130","0.493","7.9","15.3","0","56","free_flow","0"
"T00460","2026-05-06 00:45","R101","Central Ave","中心区","Westbound","3","50","0","0","clear","0","25.7","4478","137","0.445","8.9","16.9","0","37","moderate","0"
"T00461","2026-05-06 01:00","R418","River Tunnel","隧道区","Westbound","3","70","1","0","cloudy","0","18","3370","96","0.281","9","","0","64","free_flow","0"
"T00462","2026-05-06 01:15","R101","Central Ave","中心区","Northbound","1","50","1","0","clear","0","31.9","4345","138","0.452","8.3","29","0","30","moderate","1"
"T00463","2026-05-06 01:30","R101","Central Ave","中心区","Southbound","3","50","1","0","clear","0","29.2","4895","119","0.428","9.7","30.5","0","32","moderate","1"
"T00464","2026-05-06 01:45","R101","Central Ave","中心区","Southbound","3","50","1","0","clear","0","26.9","5280","110","0.36","8.6","34.4","0","39","moderate","0"
"T00465","2026-05-06 02:00","R418","River Tunnel","隧道区","Southbound","2","70","2","0","clear","0","22","3456","110","0.388","9.1","24.6","0","58","free_flow","0"
"T00466","2026-05-06 02:15","R418","River Tunnel","隧道区","Eastbound","3","70","2","0","clear","0","23.4","5000","144","0.445","8","20.9","0","61","free_flow","0"
"T00467","2026-05-06 02:30","R330","Commerce Blvd","商业区","Westbound","3","55","2","0","cloudy","0","26.4","5160","126","0.49","8.2","32.6","0","37","moderate","0"
"T00468","2026-05-06 02:45","R330","Commerce Blvd","商业区","Westbound","2","55","2","0","","0","19.1","2366","177","0.594","6.7","29","0","36","moderate","0"
"T00469","2026-05-06 03:00","R101","Central Ave","中心区","Eastbound","3","50","3","0","clear","0","18.1","3036","141","0.532","9.2","24.6","0","34","moderate","1"
"T00470","2026-05-06 03:15","R101","Central Ave","中心区","Northbound","2","50","3","0","clear","0","24.6","5769","98","0.404","9.5","35.7","0","38","moderate","0"
"T00471","2026-05-06 03:30","R101","Central Ave","中心区","Westbound","1","50","3","0","clear","0","32","3807","100","0.377","10.4","35.3","0","33","moderate","1"
"T00472","2026-05-06 03:45","R418","River Tunnel","隧道区","Westbound","3","70","3","0","rain","11.5","29.3","893","88","0.37","10.4","26.8","0","60","free_flow","0"
"T00473","2026-05-06 04:00","R101","Central Ave","中心区","Westbound","1","50","4","0","cloudy","0","26.9","5857","120","0.364","8.9","32.8","0","37","moderate","0"
"T00474","2026-05-06 04:15","R418","River Tunnel","隧道区","Westbound","2","70","4","0","clear","0","25.4","3088","110","0.373","9.9","34.9","0","53","free_flow","0"
"T00475","2026-05-06 04:30","R418","River Tunnel","隧道区","Westbound","3","70","4","0","clear","0","19.7","3643","147","0.558","8.3","33.9","0","54","free_flow","0"
"T00476","2026-05-06 04:45","R330","Commerce Blvd","商业区","Northbound","3","55","4","0","clear","0","19.6","5683","191","0.698","7","16.7","0","29","moderate","1"
"T00477","2026-05-06 05:00","R418","River Tunnel","隧道区","Southbound","2","70","5","0","rain","8.1","25.4","2213","73","0.312","10.4","30.6","0","57","free_flow","0"
"T00478","2026-05-06 05:15","R418","River Tunnel","隧道区","Westbound","1","70","5","0","clear","0","23","4288","116","0.387","9","24.3","0","58","free_flow","0"
"T00479","2026-05-06 05:30","R418","River Tunnel","隧道区","Northbound","1","70","5","0","clear","0","19.2","5732","124","0.419","7.9","33.5","0","59","free_flow","0"
"T00480","2026-05-06 05:45","R101","Central Ave","中心区","Eastbound","3","50","5","0","clear","0","31.1","5251","139","0.46","7.4","","0","35","moderate","0"
"T00481","2026-05-06 06:00","R205","University Rd","学校区","Northbound","3","60","6","0","cloudy","0","23.4","5430","125","0.415","9.2","26.7","0","44","free_flow","0"
"T00482","2026-05-06 06:15","R418","River Tunnel","隧道区","Northbound","1","70","6","0","cloudy","0","22.4","5474","89","0.353","11","31.8","0","65","free_flow","0"
"T00483","2026-05-06 06:30","R205","University Rd","学校区","Northbound","3","60","6","0","cloudy","0","31.2","4724","123","0.379","9.7","22","0","54","free_flow","0"
"T00484","2026-05-06 06:45","R330","Commerce Blvd","商业区","Northbound","2","55","6","0","","0","24.2","4665","166","0.615","6.8","36.3","0","25","moderate","1"
"T00485","2026-05-06 07:00","R205","University Rd","学校区","Southbound","1","60","7","0","rain","16.3","30.1","998","241","0.872","4.2","61.5","1","8","severe","1"
"T00486","2026-05-06 07:15","R101","Central Ave","中心区","Northbound","2","50","7","0","rain","3.1","23.9","1881","226","0.75","5.1","62.1","0","8","severe","1"
"T00487","2026-05-06 07:30","R330","Commerce Blvd","商业区","Eastbound","1","55","7","0","cloudy","0","22.6","2325","305","0.95","2.6","49.2","0","8","severe","1"
"T00488","2026-05-06 07:45","R101","Central Ave","中心区","Westbound","2","50","7","0","rain","2.1","32.2","1579","262","0.941","5.4","57.9","0","8","severe","1"
"T00489","2026-05-06 08:00","R205","University Rd","学校区","Eastbound","2","60","8","0","cloudy","0","30.7","2641","250","0.911","5.1","44.4","0","17","severe","1"
"T00490","2026-05-06 08:15","R330","Commerce Blvd","商业区","Eastbound","1","55","8","0","rain","6.8","20.8","1825","264","0.95","3.5","55.1","0","8","severe","1"
"T00491","2026-05-06 08:30","R418","River Tunnel","隧道区","Northbound","1","70","8","0","fog","0","18.5","768","171","0.605","6.6","67.1","0","39","moderate","0"
"T00492","2026-05-06 08:45","R330","Commerce Blvd","商业区","Eastbound","2","55","8","0","clear","0","21.2","3374","264","0.943","5.5","39.7","0","10","severe","1"
"T00493","2026-05-06 09:00","R205","University Rd","学校区","Northbound","2","60","9","0","clear","0","31.3","5818","213","0.721","6.4","53","0","21","severe","1"
"T00494","2026-05-06 09:15","R330","Commerce Blvd","商业区","Southbound","2","55","9","0","cloudy","0","32","4444","236","0.819","5.1","40","0","21","severe","1"
"T00495","2026-05-06 09:30","R330","Commerce Blvd","商业区","Eastbound","1","55","9","0","cloudy","0","25.8","4545","229","0.8","4.8","56.9","0","14","severe","1"
"T00496","2026-05-06 09:45","R101","Central Ave","中心区","Southbound","1","50","9","0","clear","0","25.8","3485","219","0.722","6.1","46.5","0","17","severe","1"
"T00497","2026-05-06 10:00","R330","Commerce Blvd","商业区","Westbound","1","55","10","0","cloudy","0","21.3","3310","132","0.405","8.3","32.3","0","40","free_flow","0"
"T00498","2026-05-06 10:15","R101","Central Ave","中心区","Eastbound","2","50","10","0","rain","13.4","25.7","1409","113","0.376","10.5","33","0","26","moderate","1"
"T00499","2026-05-06 10:30","R101","Central Ave","中心区","Eastbound","3","50","10","0","cloudy","0","25.8","4003","126","0.465","10","34.9","0","38","moderate","0"
"T00500","2026-05-06 10:45","R101","Central Ave","中心区","Westbound","3","50","10","0","clear","0","27.2","3547","137","0.524","8.6","24.4","0","32","moderate","1"
"T00501","2026-05-06 11:00","R330","Commerce Blvd","商业区","Northbound","3","55","11","0","cloudy","0","31.4","5561","105","0.392","10.8","34.5","0","43","free_flow","0"
"T00502","2026-05-06 11:15","R418","River Tunnel","隧道区","Eastbound","3","70","11","0","cloudy","0","25.2","3642","140","0.437","7.8","24.2","0","57","free_flow","0"
"T00503","2026-05-06 11:30","R418","River Tunnel","隧道区","Eastbound","3","70","11","0","fog","0","20.7","630","76","0.309","10.9","33","0","55","free_flow","0"
"T00504","2026-05-06 11:45","R101","Central Ave","中心区","Westbound","2","50","11","0","clear","0","30.7","5094","122","0.377","9.1","24.4","0","43","free_flow","0"
"T00505","2026-05-06 12:00","R205","University Rd","学校区","Westbound","2","60","12","0","clear","0","32","4874","131","0.513","8.1","17","0","40","free_flow","0"
"T00506","2026-05-06 12:15","R418","River Tunnel","隧道区","Westbound","2","70","12","0","clear","0","31","3083","115","0.385","9.6","36.1","0","59","free_flow","0"
"T00507","2026-05-06 12:30","R205","University Rd","学校区","Southbound","1","60","12","0","clear","0","27.3","2593","152","0.491","8","30.9","0","44","free_flow","0"
"T00508","2026-05-06 12:45","R418","River Tunnel","隧道区","Eastbound","1","70","12","0","clear","0","31.2","2548","146","0.447","7.4","25","0","49","free_flow","0"
"T00509","2026-05-06 13:00","R205","University Rd","学校区","Eastbound","2","60","13","0","fog","0","32.4","713","129","0.398","8.2","40.1","0","37","moderate","0"
"T00510","2026-05-06 13:15","R101","Central Ave","中心区","Northbound","1","50","13","0","clear","0","26.6","2656","161","0.528","7.8","22.4","0","32","moderate","1"
"T00511","2026-05-06 13:30","R101","Central Ave","中心区","Northbound","2","50","13","0","clear","0","25.1","4013","106","0.428","9.4","20.9","0","35","moderate","0"
"T00512","2026-05-06 13:45","R101","Central Ave","中心区","Westbound","1","50","13","0","clear","0","19","3370","158","0.539","6.8","24.2","0","35","moderate","0"
"T00513","2026-05-06 14:00","R205","University Rd","学校区","Westbound","3","60","14","0","rain","3.4","22.3","1635","87","0.291","9.5","41.8","0","49","free_flow","0"
"T00514","2026-05-06 14:15","R418","River Tunnel","隧道区","Westbound","1","70","14","0","rain","1.2","31.2","1414","108","0.36","10","35.7","1","37","moderate","0"
"T00515","2026-05-06 14:30","R418","River Tunnel","隧道区","Westbound","1","70","14","0","clear","0","30.2","5263","92","0.271","9.6","21.7","0","64","free_flow","0"
"T00516","2026-05-06 14:45","R418","River Tunnel","隧道区","Eastbound","1","70","14","0","clear","0","19.5","2550","139","0.459","9.8","21.8","0","55","free_flow","0"
